route_id,service_id,trip_id,realtime_trip_id,trip_headsign,trip_short_name,trip_long_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
90787,3285,178414763,ARR:26003:1089,P+R Noord,1089,,1,,1129900.0,0,
90787,3285,178414809,ARR:26003:1049,P+R Noord,1049,,1,,1129900.0,0,
90787,3285,178414822,ARR:26003:1082,Wolder,1082,,0,,1129899.0,0,
90830,3285,178417215,ARR:26208:1090,Waubach,1090,,0,,1130656.0,0,
90804,3285,178415621,ARR:26030:1058,Maastricht,1058,,0,,1130015.0,0,
90804,3285,178415718,ARR:26030:1065,Sittard,1065,,1,,1130017.0,0,
90804,3285,178415772,ARR:26030:1090,Maastricht,1090,,0,,1130015.0,0,
90804,3285,178415709,ARR:26030:1038,Maastricht,1038,,0,,1130015.0,0,
90804,3285,178415777,ARR:26030:1102,Maastricht,1102,,0,,1130015.0,0,
90820,3285,178416475,ARR:26056:1157,Brunssum,1157,,1,,1130119.0,0,
90822,3285,178416495,ARR:26059:1049,Vaals,1049,,1,,1130132.0,0,
90822,3285,178416512,ARR:26059:1021,Vaals,1021,,1,,1130132.0,0,
90822,3285,178416529,ARR:26059:1053,Vaals,1053,,1,,1130132.0,0,
90822,3285,178416532,ARR:26059:1057,Vaals,1057,,1,,1130132.0,0,
90829,1352,178420175,ARR:26207:8037,Heerlen Zuyderland MC,8037,,1,,1130651.0,0,
90830,1352,178420310,ARR:26208:8090,Waubach,8090,,0,,1130656.0,0,
90829,1352,178420250,ARR:26207:8009,Heerlen Zuyderland MC,8009,,1,,1130651.0,0,
90829,1352,178420199,ARR:26207:8085,Heerlen Zuyderland MC,8085,,1,,1130651.0,0,
90830,1352,178420316,ARR:26208:8110,Waubach,8110,,0,,1130656.0,0,
90830,1352,178420302,ARR:26208:8050,Waubach,8050,,0,,1130656.0,0,
90830,1352,178420300,ARR:26208:8046,Waubach,8046,,0,,1130656.0,0,
90837,1352,178420554,ARR:26350:1242,Maastricht,1242,Limburgliner,0,,1131287.0,0,
90837,1352,178420556,ARR:26350:1258,Maastricht,1258,Limburgliner,0,,1131287.0,0,
90837,1352,178420459,ARR:26350:1002,Maastricht Station,1002,Limburgliner,0,,1131281.0,0,
90837,1352,178420585,ARR:26350:1202,Maastricht,1202,Limburgliner,0,,1131287.0,0,
90837,1352,178420598,ARR:26350:1245,Aachen Centrum,1245,Limburgliner,1,,1131284.0,0,
90837,1352,178420458,ARR:26350:1001,Aachen Centrum,1001,Limburgliner,1,,1131286.0,0,
90837,1352,178420589,ARR:26350:1218,Maastricht,1218,Limburgliner,0,,1131287.0,0,
90837,1352,178420470,ARR:26350:1025,Vaals,1025,Limburgliner,1,,1131285.0,0,
90837,1352,178420414,ARR:26350:1057,Aachen Centrum,1057,Limburgliner,1,,1131284.0,0,
90837,1352,178420537,ARR:26350:1177,Aachen Centrum,1177,Limburgliner,1,,1131284.0,0,
90837,1352,178420494,ARR:26350:1094,Maastricht,1094,Limburgliner,0,,1131287.0,0,
